unique_id,cutoff,target_start,target_end,online_source,online_series_step,u_hat,score_pi_width,score_resid_scale,score_err_var,window_smape,q,reject_meta_model,accept_meta_model,reject_pi_width,accept_pi_width,reject_resid_scale,accept_resid_scale,reject_err_var,accept_err_var,reject_random_q,accept_random_q,reject_oracle_q,accept_oracle_q
T000000,1985-06-30,1985-07-31,1985-12-31,holdout_evaluation,1,0.28083091798873416,1721.6820846185294,0.012284604496898555,203.77819704233158,0.12313598143827849,0.1,False,True,False,True,False,True,False,True,False,True,False,True
T000001,1985-06-30,1985-07-31,1985-12-31,holdout_evaluation,1,0.18376087565096405,96839.50911190938,0.03577880981585388,6919.74566455733,0.13423477420509813,0.1,False,True,True,False,False,True,True,False,False,True,False,True
T000000,1985-12-31,1986-01-31,1986-06-30,holdout_evaluation,2,0.2533764004764619,1635.6067862731925,0.021274565691220042,199.40926873868003,0.15912598472200415,0.1,False,True,False,True,False,True,False,True,False,True,False,True
T000001,1985-12-31,1986-01-31,1986-06-30,holdout_evaluation,2,0.17096664015859298,72443.43935827538,0.028874737066620026,6817.341692502494,0.09185774559008864,0.1,False,True,True,False,False,True,True,False,False,True,False,True
T000000,1986-06-30,1986-07-31,1986-12-31,holdout_evaluation,3,0.2532546647924212,1293.3662099983076,0.021274565691220042,201.0340576168892,0.16493832028295677,0.1,False,True,False,True,False,True,False,True,False,True,False,True
T000001,1986-06-30,1986-07-31,1986-12-31,holdout_evaluation,3,0.2241954868702492,99239.22213166447,0.03169430717451169,6901.794512784467,0.1848771605851893,0.1,False,True,True,False,False,True,True,False,False,True,False,True
T000000,1986-12-31,1987-01-31,1987-06-30,holdout_evaluation,4,0.3601456734424126,1401.6374463719233,0.014293116388635646,199.95351198984926,0.17256625660537903,0.1,False,True,False,True,False,True,False,True,False,True,False,True
T000001,1986-12-31,1987-01-31,1987-06-30,holdout_evaluation,4,0.23960667173881328,84355.45653257026,0.03940863512161586,7427.803479606961,0.12135349216932878,0.1,False,True,True,False,False,True,True,False,False,True,False,True
T000000,1987-06-30,1987-07-31,1987-12-31,holdout_evaluation,5,0.264930802469129,1680.755859027515,0.011563946523707347,204.96165780214935,0.12511895123191935,0.1,False,True,False,True,False,True,False,True,False,True,False,True
T000001,1987-06-30,1987-07-31,1987-12-31,holdout_evaluation,5,0.2532380609150592,90284.0577600772,0.03940863512161586,7555.689011856574,0.11801158427395635,0.1,False,True,True,False,False,True,True,False,False,True,False,True
T000000,1987-12-31,1988-01-31,1988-06-30,holdout_evaluation,6,0.27700610173412443,1983.9105450142636,0.014293116388635646,204.64059629641105,0.09196377737518308,0.1,False,True,False,True,False,True,False,True,False,True,False,True
T000001,1987-12-31,1988-01-31,1988-06-30,holdout_evaluation,6,0.1285475299955049,81613.24410092994,0.02905354193631239,7729.47993039944,0.05363160627058059,0.1,False,True,True,False,False,True,True,False,False,True,False,True
T000000,1988-06-30,1988-07-31,1988-12-31,holdout_evaluation,7,0.2109284193231975,1760.1280199886976,0.014293116388635646,204.80041466298903,0.17731951915668928,0.1,False,True,False,True,False,True,False,True,False,True,False,True
T000001,1988-06-30,1988-07-31,1988-12-31,holdout_evaluation,7,0.21493223419221247,64857.737739625096,0.030024714375995624,7726.609328552587,0.13225734104183265,0.1,False,True,True,False,False,True,True,False,False,True,False,True
T000000,1988-12-31,1989-01-31,1989-06-30,holdout_evaluation,8,0.2767208933948114,1942.815087851067,0.018107084549846775,221.7136618366863,0.13730862208932806,0.1,False,True,False,True,False,True,False,True,False,True,False,True
T000001,1988-12-31,1989-01-31,1989-06-30,holdout_evaluation,8,0.15099175481007832,68804.80422035021,0.030024714375995624,7875.122031075196,0.08672904143594952,0.1,False,True,True,False,False,True,True,False,False,True,False,True
T000000,1989-06-30,1989-07-31,1989-12-31,holdout_evaluation,9,0.27604481991542695,1766.149458093941,0.014695984583306482,224.17935295263797,0.13307218459085404,0.1,False,True,False,True,False,True,False,True,False,True,False,True
T000001,1989-06-30,1989-07-31,1989-12-31,holdout_evaluation,9,0.17323852836985132,69424.83569797767,0.030024714375995624,7923.972571435062,0.11710162525691208,0.1,False,True,True,False,False,True,True,False,False,True,False,True
T000354,1989-06-30,1989-07-31,1989-12-31,holdout_evaluation,1,0.8281567908731474,155942.11057992585,0.11596491680626497,20711.5389197635,0.631868926918134,0.1,True,False,True,False,False,True,True,False,False,True,True,False
T000355,1989-06-30,1989-07-31,1989-12-31,holdout_evaluation,1,0.5019696327375914,50950.07189687833,0.0986995377771529,6007.569103006115,0.4179304776455006,0.1,False,True,True,False,False,True,True,False,False,True,False,True
T000356,1989-06-30,1989-07-31,1989-12-31,holdout_evaluation,1,0.6762239271011501,135887.8765340692,0.048021070688968714,14222.626247692224,0.44669083951557226,0.1,False,True,True,False,False,True,True,False,False,True,False,True
T000357,1989-06-30,1989-07-31,1989-12-31,holdout_evaluation,1,0.5499675511640031,14935.966160962591,0.08930796957866872,786.8328300251605,0.25093780988841013,0.1,False,True,False,True,False,True,False,True,False,True,False,True
T000358,1989-06-30,1989-07-31,1989-12-31,holdout_evaluation,1,0.5148441610739798,69097.75479666986,0.21496714960375504,6622.093815573243,0.45507533380677595,0.1,False,True,True,False,True,False,True,False,False,True,False,True
T000359,1989-06-30,1989-07-31,1989-12-31,holdout_evaluation,1,0.8311735550258299,7853.852222665412,0.09689710611983432,2119.839062867356,0.6617416214731565,0.1,True,False,False,True,False,True,True,False,False,True,True,False
T000360,1989-06-30,1989-07-31,1989-12-31,holdout_evaluation,1,0.769313256346883,41165.64611791376,0.0855385943835027,3977.016029591638,0.5494088129064217,0.1,False,True,True,False,False,True,True,False,False,True,True,False
T000361,1989-06-30,1989-07-31,1989-12-31,holdout_evaluation,1,0.9029108211473731,23884.37322973259,0.09189087501283738,3262.3856334074976,0.7416739789111947,0.1,True,False,True,False,False,True,True,False,True,False,True,False
T000362,1989-06-30,1989-07-31,1989-12-31,holdout_evaluation,1,0.8966718611375541,23618.237473631423,0.07347738316277852,2266.7492123878296,0.6141163207302213,0.1,True,False,True,False,False,True,True,False,False,True,True,False
T000363,1989-06-30,1989-07-31,1989-12-31,holdout_evaluation,1,0.3879075853346133,5086.228609727201,0.0463212947619474,637.6970627560892,0.1470321164920075,0.1,False,True,False,True,False,True,False,True,False,True,False,True
T000364,1989-06-30,1989-07-31,1989-12-31,holdout_evaluation,1,0.6396624795954586,29556.45216946075,0.06807640262425702,5431.372047009643,0.31457096218121233,0.1,False,True,True,False,False,True,True,False,False,True,False,True
T000365,1989-06-30,1989-07-31,1989-12-31,holdout_evaluation,1,0.24594628802958673,6396.013155560897,0.04741326761818772,822.0255560115514,0.22517928903635462,0.1,False,True,False,True,False,True,False,True,False,True,False,True
T000000,1989-12-31,1990-01-31,1990-06-30,holdout_evaluation,10,0.4027673468655453,1639.8000449327822,0.019714760663893716,230.90814977722277,0.11068157007808739,0.1,False,True,False,True,False,True,False,True,False,True,False,True
T000001,1989-12-31,1990-01-31,1990-06-30,holdout_evaluation,10,0.2586739217364463,88989.61663371253,0.021680147455501834,7505.375877530038,0.08589405913343708,0.1,False,True,True,False,False,True,True,False,False,True,False,True
T000354,1989-12-31,1990-01-31,1990-06-30,holdout_evaluation,2,0.8916874830108893,149159.4413054661,0.11596491680626497,21487.04019231868,0.8614028849367955,0.1,True,False,True,False,False,True,True,False,False,True,True,False
T000355,1989-12-31,1990-01-31,1990-06-30,holdout_evaluation,2,0.6630268188510148,50656.84870655934,0.09775261316367001,6060.899027488092,0.4774484367044913,0.1,False,True,True,False,False,True,True,False,True,False,False,True
