unique_id,cutoff,target_start,target_end,online_source,online_series_step,u_hat,score_pi_width,score_resid_scale,score_err_var,window_smape,q,reject_meta_model,accept_meta_model,reject_pi_width,accept_pi_width,reject_resid_scale,accept_resid_scale,reject_err_var,accept_err_var,reject_random_q,accept_random_q,reject_oracle_q,accept_oracle_q
ID41,1906-12-31,1907-03-31,1907-12-31,holdout_evaluation,1,0.858301028987243,73432.67411995027,0.06525368927510944,11910.601687878536,0.7388051421721632,0.3,True,False,True,False,True,False,True,False,False,True,True,False
ID41,1907-12-31,1908-03-31,1908-12-31,holdout_evaluation,2,0.8587055017771809,71942.97493734589,0.13050737855021888,10121.66460948901,0.4428022311431078,0.3,True,False,True,False,True,False,True,False,False,True,True,False
ID41,1908-12-31,1909-03-31,1909-12-31,holdout_evaluation,3,0.8777495403963985,23842.05503431508,0.13547219202322214,8496.434244511614,0.8657828178666436,0.3,True,False,True,False,True,False,True,False,False,True,True,False
ID36,1909-12-31,1910-03-31,1910-12-31,holdout_evaluation,1,0.7914765223563437,102.26989667160795,0.023922014611469644,22.167162210499875,0.09141732238077734,0.3,True,False,False,True,True,False,False,True,False,True,False,True
ID41,1909-12-31,1910-03-31,1910-12-31,holdout_evaluation,4,0.7760968631894645,69427.09702099104,0.1774816101496185,9531.434435028765,0.6409321771224801,0.3,True,False,True,False,True,False,True,False,False,True,True,False
ID35,1910-12-31,1911-03-31,1911-12-31,holdout_evaluation,1,0.5573571349071579,384.21355245096885,0.013780910402152673,239.13451577629093,0.0796815791043049,0.3,False,True,True,False,True,False,True,False,True,False,False,True
ID36,1910-12-31,1911-03-31,1911-12-31,holdout_evaluation,2,0.7682863394331028,104.67246945153926,0.02502161520932207,20.181034298736844,0.21177888556074204,0.3,True,False,False,True,True,False,False,True,False,True,True,False
ID41,1910-12-31,1911-03-31,1911-12-31,holdout_evaluation,5,0.751352622167917,81768.38050005698,0.2104060857463696,8795.754749542048,0.729589585022712,0.3,True,False,True,False,True,False,True,False,True,False,True,False
ID35,1911-12-31,1912-03-31,1912-12-31,holdout_evaluation,2,0.5940331323450929,1865.5053208088125,0.013780910402152673,257.1657448900885,0.08719916638704288,0.3,False,True,True,False,True,False,True,False,False,True,False,True
ID36,1911-12-31,1912-03-31,1912-12-31,holdout_evaluation,3,0.7893093911138902,128.32245788945548,0.02502161520932207,21.054538869346437,0.19196327506277822,0.3,True,False,True,False,True,False,False,True,False,True,True,False
ID41,1911-12-31,1912-03-31,1912-12-31,holdout_evaluation,6,0.8821828745591715,89826.25278420368,0.1923301594646437,7583.866145001342,0.4405586872267941,0.3,True,False,True,False,True,False,True,False,False,True,True,False
ID35,1912-12-31,1913-03-31,1913-12-31,holdout_evaluation,3,0.58129435441176,4296.314652932472,0.015679897876637525,283.4337509076263,0.05479066038639807,0.3,False,True,True,False,True,False,True,False,False,True,False,True
ID36,1912-12-31,1913-03-31,1913-12-31,holdout_evaluation,4,0.8563126115566283,110.99338652494697,0.026688413847103187,20.950132113120354,0.07879210435840783,0.3,True,False,False,True,True,False,False,True,True,False,False,True
ID35,1913-12-31,1914-03-31,1914-12-31,holdout_evaluation,4,0.6317231662739135,889.779102442334,0.016204253000322404,298.0209908374588,0.05038539770169155,0.3,True,False,True,False,True,False,True,False,False,True,False,True
ID36,1913-12-31,1914-03-31,1914-12-31,holdout_evaluation,5,0.7482031082728415,59.89271165930392,0.03934482015648227,21.07075661685217,0.16391939409235573,0.3,True,False,False,True,True,False,False,True,True,False,True,False
ID35,1914-12-31,1915-03-31,1915-12-31,holdout_evaluation,5,0.5823686697553724,2143.7304171859278,0.020657671177428075,273.49164392183604,0.031223561593767726,0.3,False,True,True,False,True,False,True,False,False,True,False,True
ID36,1914-12-31,1915-03-31,1915-12-31,holdout_evaluation,6,0.768521754612838,165.98263206627126,0.03761657003162136,21.88829875636935,0.24890704560347804,0.3,True,False,True,False,True,False,False,True,False,True,True,False
ID35,1915-12-31,1916-03-31,1916-12-31,holdout_evaluation,6,0.584391072125708,3992.809786144826,0.01994401260356067,263.70509415530256,0.04420548584600133,0.3,False,True,True,False,True,False,True,False,True,False,False,True
ID36,1915-12-31,1916-03-31,1916-12-31,holdout_evaluation,7,0.8396077306457819,140.32803284959297,0.03602105021094926,24.485417697943216,0.1039805436463354,0.3,True,False,True,False,True,False,False,True,False,True,True,False
ID35,1916-12-31,1917-03-31,1917-12-31,holdout_evaluation,7,0.6982299602516548,2585.886464601781,0.017876603103678064,281.0437354544685,0.011542323571503456,0.3,True,False,True,False,True,False,True,False,True,False,False,True
ID36,1916-12-31,1917-03-31,1917-12-31,holdout_evaluation,8,0.8387794883904214,105.36778626440942,0.05389917095720332,23.120434973728155,0.20510513123427399,0.3,True,False,False,True,True,False,False,True,True,False,True,False
ID35,1917-12-31,1918-03-31,1918-12-31,holdout_evaluation,8,0.62960808925951,4134.327234131428,0.020864820334107338,270.4236118105793,0.024833762300184508,0.3,True,False,True,False,True,False,True,False,False,True,False,True
ID36,1917-12-31,1918-03-31,1918-12-31,holdout_evaluation,9,0.8455401819659419,120.46900031659099,0.052401631004543064,25.249638360124283,0.25891948042051366,0.3,True,False,True,False,True,False,False,True,True,False,True,False
ID35,1918-12-31,1919-03-31,1919-12-31,holdout_evaluation,9,0.712924900053608,3734.265015031977,0.01926677982687032,275.9991107658221,0.09568867169329179,0.3,True,False,True,False,True,False,True,False,False,True,False,True
ID36,1918-12-31,1919-03-31,1919-12-31,holdout_evaluation,10,0.8265686425816969,263.20343239442093,0.042493825755561154,28.710755869871342,0.21213917555728462,0.3,True,False,True,False,True,False,True,False,True,False,True,False
ID35,1919-12-31,1920-03-31,1920-12-31,holdout_evaluation,10,0.5500802391616352,5301.816775492555,0.01926677982687032,369.96541737508306,0.16298829197342296,0.3,False,True,True,False,True,False,True,False,False,True,True,False
ID36,1919-12-31,1920-03-31,1920-12-31,holdout_evaluation,11,0.7151456788902444,166.0823762453009,0.042493825755561154,29.367226589847974,0.38313419212708366,0.3,True,False,True,False,True,False,True,False,True,False,True,False
ID35,1920-12-31,1921-03-31,1921-12-31,holdout_evaluation,11,0.49375337528020474,11760.436445493953,0.01926677982687032,751.4796497610021,0.04956437745348371,0.3,False,True,True,False,True,False,True,False,True,False,False,True
ID36,1920-12-31,1921-03-31,1921-12-31,holdout_evaluation,12,0.8353559273338588,179.7981383457794,0.047500043164078964,36.47971642972255,0.23372284468487414,0.3,True,False,True,False,True,False,True,False,False,True,True,False
ID35,1921-12-31,1922-03-31,1922-12-31,holdout_evaluation,12,0.559574201377752,6143.613390841241,0.018856269702766396,775.1490836838998,0.02453508733771302,0.3,False,True,True,False,True,False,True,False,True,False,False,True
ID175,1967-09-30,1967-12-31,1968-09-30,holdout_evaluation,1,0.5904056108006804,77.08773428572755,0.12684192305296715,10.53621817098688,0.232324751972039,0.3,False,True,False,True,True,False,False,True,False,True,True,False
ID50,1967-09-30,1967-12-31,1968-09-30,holdout_evaluation,1,0.6275387104519452,39.962243261782426,0.007333572437502801,12.714229464659248,0.08347956682345292,0.3,True,False,False,True,False,True,False,True,False,True,False,True
ID175,1968-09-30,1968-12-31,1969-09-30,holdout_evaluation,2,0.7376767922012215,167.23169471911464,0.11843672182136611,9.496946198366178,0.035518128649008926,0.3,True,False,True,False,True,False,False,True,True,False,False,True
ID50,1968-09-30,1968-12-31,1969-09-30,holdout_evaluation,2,0.4530289321964901,76.58048414338346,0.014667144875005603,11.144147684807976,0.09247918251638368,0.3,False,True,False,True,True,False,False,True,False,True,False,True
ID175,1969-09-30,1969-12-31,1970-09-30,holdout_evaluation,3,0.5323480116769284,39.63205767615543,0.12684192305296715,7.888465748357967,0.21424028028026715,0.3,False,True,False,True,True,False,False,True,False,True,True,False
ID47,1969-09-30,1969-12-31,1970-09-30,holdout_evaluation,1,0.7734675731979779,46.51383408104486,0.022793358214357122,14.25803809266695,0.048182050286297184,0.3,True,False,False,True,True,False,False,True,True,False,False,True
ID48,1969-09-30,1969-12-31,1970-09-30,holdout_evaluation,1,0.6206970370149941,13.258050192172474,0.02164822476903055,8.950883837443238,0.0825479801057563,0.3,True,False,False,True,True,False,False,True,False,True,False,True
ID49,1969-09-30,1969-12-31,1970-09-30,holdout_evaluation,1,0.7161816209101357,13.699057172514214,0.011024181638935537,4.618979235881404,0.0861829817699509,0.3,True,False,False,True,False,True,False,True,True,False,False,True
ID50,1969-09-30,1969-12-31,1970-09-30,holdout_evaluation,3,0.5742957644505942,44.653863272531616,0.013686029739515007,11.349337064763649,0.08748808269694097,0.3,False,True,False,True,False,True,False,True,True,False,False,True
ID88,1969-09-30,1969-12-31,1970-09-30,holdout_evaluation,1,0.7066253028695935,3.958791134915378,0.007532111804408697,5.797650288137885,0.011974077245284934,0.3,True,False,False,True,False,True,False,True,False,True,False,True
ID175,1970-09-30,1970-12-31,1971-09-30,holdout_evaluation,4,0.3859990982629641,51.85918450332735,0.10035225012959426,7.449023136908188,0.43109332173669657,0.3,False,True,False,True,True,False,False,True,True,False,True,False
ID47,1970-09-30,1970-12-31,1971-09-30,holdout_evaluation,2,0.7229817057021299,31.88142878198692,0.022172848143567292,9.719743434125098,0.03999762012278507,0.3,True,False,False,True,True,False,False,True,False,True,False,True
ID48,1970-09-30,1970-12-31,1971-09-30,holdout_evaluation,2,0.5713509256113447,21.21932778918536,0.006793246934873334,7.65556378450586,0.02395497717795563,0.3,False,True,False,True,False,True,False,True,True,False,False,True
ID49,1970-09-30,1970-12-31,1971-09-30,holdout_evaluation,2,0.7475261866034322,21.645796519516747,0.022048363277871075,3.1581120839576866,0.2281019326515017,0.3,True,False,False,True,True,False,False,True,False,True,True,False
ID50,1970-09-30,1970-12-31,1971-09-30,holdout_evaluation,4,0.6055227423494858,54.705507880416334,0.008999615692930757,11.09481247097958,0.2570656973955103,0.3,False,True,False,True,False,True,False,True,True,False,True,False
ID88,1970-09-30,1970-12-31,1971-09-30,holdout_evaluation,2,0.7580445042179718,12.610434547115,0.015064223608817394,3.744176012335455,0.03512818385504507,0.3,True,False,False,True,True,False,False,True,False,True,False,True
ID175,1971-09-30,1971-12-31,1972-09-30,holdout_evaluation,5,0.527025616554083,122.14277545531999,0.13820680181115333,7.572800103064471,0.3032413207340282,0.3,False,True,True,False,True,False,False,True,True,False,True,False
ID47,1971-09-30,1971-12-31,1972-09-30,holdout_evaluation,3,0.703260860784501,16.137514132876568,0.015178639153539702,7.399906825011382,0.02601336485861747,0.3,True,False,False,True,True,False,False,True,False,True,False,True
ID48,1971-09-30,1971-12-31,1972-09-30,holdout_evaluation,3,0.610924465023057,18.564986901849462,0.025044848236467222,5.81119600310623,0.016962813477719257,0.3,False,True,False,True,True,False,False,True,False,True,False,True
ID49,1971-09-30,1971-12-31,1972-09-30,holdout_evaluation,3,0.7311188689931069,9.709540559544484,0.030162553567780803,3.12444342576063,0.08810673304420802,0.3,True,False,False,True,True,False,False,True,True,False,False,True
ID50,1971-09-30,1971-12-31,1972-09-30,holdout_evaluation,5,0.5353299767588918,132.790685515525,0.013686029739515,14.837143102143024,0.024384213197273172,0.3,False,True,True,False,False,True,False,True,False,True,False,True
ID88,1971-09-30,1971-12-31,1972-09-30,holdout_evaluation,3,0.76808212792249,8.864951565667967,0.008003165861801529,3.318285640518412,0.01703997181272408,0.3,True,False,False,True,False,True,False,True,True,False,False,True
ID175,1972-09-30,1972-12-31,1973-09-30,holdout_evaluation,6,0.719144604340715,55.583529564236144,0.09571100529832827,6.861790065052506,0.07840894986391977,0.3,True,False,False,True,True,False,False,True,True,False,False,True
ID51,1973-09-30,1973-12-31,1974-09-30,holdout_evaluation,1,0.7997445592613255,7.551553548260262,0.08799839748901872,3.577397529751085,0.16064672388824527,0.3,True,False,False,True,True,False,False,True,False,True,True,False
ID52,1973-09-30,1973-12-31,1974-09-30,holdout_evaluation,1,0.7222567015990269,5.528171859647459,0.09414149828843094,6.048701732758029,0.20510198007660224,0.3,True,False,False,True,True,False,False,True,False,True,True,False
ID53,1973-09-30,1973-12-31,1974-09-30,holdout_evaluation,1,0.6320866668138451,10.67053917311279,0.02821745078882182,9.530030409977796,0.06352051916355557,0.3,True,False,False,True,True,False,False,True,True,False,False,True
