unique_id,cutoff,target_start,target_end,online_source,online_series_step,u_hat,score_pi_width,score_resid_scale,score_err_var,window_smape,q,reject_meta_model,accept_meta_model,reject_pi_width,accept_pi_width,reject_resid_scale,accept_resid_scale,reject_err_var,accept_err_var,reject_random_q,accept_random_q,reject_oracle_q,accept_oracle_q
ID41,1906-12-31,1907-03-31,1907-12-31,holdout_evaluation,1,0.8662111560000105,77666.39605990815,0.13336646160420346,13319.47413146036,0.7270477142482784,0.1,True,False,True,False,True,False,True,False,False,True,True,False
ID41,1907-12-31,1908-03-31,1908-12-31,holdout_evaluation,2,0.7788593541172465,75160.37262417469,0.16015318196472994,11144.746721948308,0.36300501173201394,0.1,False,True,True,False,True,False,True,False,False,True,True,False
ID41,1908-12-31,1909-03-31,1909-12-31,holdout_evaluation,3,0.8731385179724346,25161.17240837053,0.18202135125813224,9269.391756834584,0.9153602404648373,0.1,True,False,True,False,True,False,True,False,False,True,True,False
ID36,1909-12-31,1910-03-31,1910-12-31,holdout_evaluation,1,0.6858955266919724,94.40362744637522,0.027969973753792177,20.329474405205225,0.11586949417238857,0.1,False,True,False,True,False,True,False,True,False,True,False,True
ID41,1909-12-31,1910-03-31,1910-12-31,holdout_evaluation,4,0.7627599246668144,71481.69738341284,0.20217073439215438,10162.527148565729,0.8159772673990096,0.1,False,True,True,False,True,False,True,False,False,True,True,False
ID35,1910-12-31,1911-03-31,1911-12-31,holdout_evaluation,1,0.4889615916887394,380.7160371768268,0.023182284572857238,235.31501400348398,0.08569020619151035,0.1,False,True,False,True,False,True,False,True,False,True,False,True
ID36,1910-12-31,1911-03-31,1911-12-31,holdout_evaluation,2,0.7568530775533494,94.17545809332904,0.026357172077458246,18.789043860240994,0.22694204102577134,0.1,False,True,False,True,False,True,False,True,False,True,False,True
ID41,1910-12-31,1911-03-31,1911-12-31,holdout_evaluation,5,0.8118588139227862,88575.08924035553,0.15823414422147927,9800.25755651168,0.8331985501974662,0.1,True,False,True,False,True,False,True,False,False,True,True,False
ID35,1911-12-31,1912-03-31,1912-12-31,holdout_evaluation,2,0.5825681479294851,1914.5443025132895,0.025803000987275046,257.69010668907356,0.08826592241630826,0.1,False,True,True,False,False,True,False,True,False,True,False,True
ID36,1911-12-31,1912-03-31,1912-12-31,holdout_evaluation,3,0.7788894812819995,125.41759070672178,0.026357172077458246,20.095741678679918,0.1835728174215426,0.1,False,True,False,True,False,True,False,True,False,True,False,True
ID41,1911-12-31,1912-03-31,1912-12-31,holdout_evaluation,6,0.8689777450445209,98987.38143821113,0.17761678553232446,8838.75850239927,0.40644988090381073,0.1,True,False,True,False,True,False,True,False,False,True,True,False
ID35,1912-12-31,1913-03-31,1913-12-31,holdout_evaluation,3,0.5954236051048492,4082.187583939553,0.031657502747295015,285.26036005106863,0.05301634546081152,0.1,False,True,True,False,False,True,False,True,False,True,False,True
ID36,1912-12-31,1913-03-31,1913-12-31,holdout_evaluation,4,0.8776108749386237,105.11580286337079,0.030958004261878336,20.37701636809072,0.13317561646941323,0.1,True,False,False,True,False,True,False,True,False,True,False,True
ID35,1913-12-31,1914-03-31,1914-12-31,holdout_evaluation,4,0.6586767559708349,813.7298005976222,0.027090859099674,293.11412772276003,0.042846490714931414,0.1,False,True,False,True,False,True,False,True,False,True,False,True
ID36,1913-12-31,1914-03-31,1914-12-31,holdout_evaluation,5,0.7607613789610204,55.859586407341716,0.022947796477007426,21.182200457220446,0.15705727261470429,0.1,False,True,False,True,False,True,False,True,False,True,False,True
ID35,1914-12-31,1915-03-31,1915-12-31,holdout_evaluation,5,0.6840065674277434,1955.1133276183937,0.025803000987275046,275.13409925121704,0.03981026532051628,0.1,False,True,True,False,False,True,False,True,False,True,False,True
ID36,1914-12-31,1915-03-31,1915-12-31,holdout_evaluation,6,0.7807354569058225,167.4863005315568,0.031169500497603114,21.94049315794849,0.24826475950845012,0.1,False,True,False,True,False,True,False,True,False,True,False,True
ID35,1915-12-31,1916-03-31,1916-12-31,holdout_evaluation,6,0.5753090513202862,3656.0820989808544,0.010607801137159874,258.49429218450456,0.043946622928750165,0.1,False,True,True,False,False,True,False,True,False,True,False,True
ID36,1915-12-31,1916-03-31,1916-12-31,holdout_evaluation,7,0.7578735117106161,137.28402276767707,0.0382003272977505,24.538759654029064,0.15359225336415408,0.1,False,True,False,True,True,False,False,True,False,True,False,True
